"X","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","pred","set"
1,-2.50273415136949,0.434788906480389,-4.219920189178,-2.55954859167241,1.92372454188325,4.62364176459199,4.07541104345991,3.89935894812394,1.34963275711949,-3.18421946393588,0.883887556743857,0.107764562578547,"validation"
2,-7.06108245901215,0.681621446098874,4.4111710671891,4.29506497331818,6.85020852485933,3.278216711331,-1.27029901591642,0.204418144563893,2.78486306777585,-1.408974106053,3.61750838678865,-14.4634712194217,"validation"
3,-4.16221235323593,-0.122732119493757,-5.6626268070313,0.870633888532275,2.27069751587428,-6.01680211072374,-8.04781097443243,-3.60637305277817,-0.922571000621222,-2.00242019253,1.93073217935292,-0.385485244975007,"validation"
4,3.49862836048748,-0.685942660584473,5.28992420408473,-0.812995444613125,-4.46222394567119,2.07289185355077,5.0111556526857,1.05086951792945,0.359155384320649,2.07764784363413,-2.84381536069873,3.73457404200696,"validation"
5,-6.49502538359795,-2.36529634490748,-2.69081292510949,1.41372467580738,0.155485226451938,-3.71595345710855,-0.993825859786861,3.92193588810721,-2.74047520833724,-3.8220554758713,2.59816482817875,-4.60827701220254,"testing"
6,-0.895753276991443,3.04486200760626,3.84633562537015,2.01455166197086,-5.53377497896374,4.24935420649043,-0.357429945003519,4.24812109224992,-1.37158432976623,-2.69991930499781,2.64683864123598,-3.32724052918667,"validation"
7,-8.31050259579227,3.91956191607515,0.0441113828193093,2.84111107452959,2.85952819398698,-4.04395770060064,-5.234485315019,3.65195944315843,-2.52440812124441,-0.138254064440434,11.6085251372689,-19.3943115960046,"validation"
8,2.9287082214638,-4.4076836776501,3.76433436640636,0.223611743465982,-1.57230208742079,-0.83819387324305,-1.19324511208607,3.0139826256041,3.57398272093122,0.554393262254467,2.25170862559755,-2.01023988989126,"validation"
9,-2.23252650138325,-1.00483521234868,0.913617184557049,7.02470766234059,-1.0332066599197,-3.19879557511419,-2.08626915908805,0.830093120443256,-3.8004993645184,2.00154425952759,-2.63923572459002,0.25830696500982,"testing"
10,1.50335791447215,1.8710052090469,-1.3753446916965,-1.24611072894793,-5.3494150668276,-2.03876132370838,0.51301521709585,1.6132842145718,-2.85583497120587,-0.368060583939042,-0.496981665660202,4.02087671308706,"validation"
11,0.190333228548027,0.386462019728836,-0.310695442730761,-3.11086605087375,2.8334384452673,-3.07743435977825,0.670766663643172,2.46042603819804,0.271231886636903,2.41271419758636,-3.16158812028355,-1.31256459515264,"validation"
12,-0.968091132086085,2.12852856060667,5.61100723168234,-0.409039372624421,0.950930938289442,-2.06193098441908,-5.48404671614333,1.67429432926797,3.70767826301036,-0.845736342922055,-2.52722430838331,-6.67630207005731,"validation"
13,-1.76662332352366,-1.24493615090004,4.37988291098039,3.58964144274701,2.12870830338654,-7.62424952729302,0.488870577297593,1.86785080195819,1.16838641776223,4.03237222870573,3.66252272025466,-12.9046122925443,"validation"
14,6.08573841492191,-6.40557780538543,-0.235652106337316,0.826030526998269,2.59784883255642,0.122656782116195,-1.48997555018026,-5.42136788604831,4.74616616340735,2.22479575879987,-0.138165945664651,5.92788411658366,"validation"
15,0.437681168643756,2.32574469581527,-4.86162785774389,5.51942623600541,3.49434420297604,-3.24637448273072,-1.89228672212752,0.420692591282654,1.61411919070429,7.29902427575619,1.5435230674614,-1.33500455630249,"testing"
16,-0.425751853334729,-0.915336446340744,1.06322309057741,-1.40662388231744,-1.2926902579335,-0.941621624320178,3.84414043702317,1.52476101035977,-4.09096447907273,1.96496508978278,2.96552874006141,-2.23640633860136,"validation"
17,-4.10132182852357,0.544293096463738,0.881544269196771,0.594706733070501,3.30035025373934,1.40646382986026,2.38594622677367,3.61792716287692,-2.78863262706437,1.94770806836256,1.56529642363957,-6.46112866148095,"validation"
18,-4.18755943072819,-3.91006085853924,1.76819878662115,2.3748588229285,0.255941756684078,0.400966390403284,-1.81935702556163,2.46980185643118,-2.41417518349304,-0.968015287310302,-2.96873373744684,1.4621306917119,"validation"
19,2.19704752611507,-2.25321840220012,-3.503738904746,3.24564825714578,1.61199508526853,1.07742082304162,-4.61094655921925,-5.64502944352013,-2.05949133567416,0.854915879927966,-3.72876106876835,9.88213817094349,"validation"
20,9.00096455289978,-5.02074138734541,4.88592146453845,-2.09815193189607,-1.90071589966523,-1.68321245341958,-2.81529984294011,-5.95280453374548,0.162574045676129,5.9246025772316,5.65510532815887,2.17132735393165,"testing"
21,-1.40106086309398,0.124970653122324,-1.63031870214737,-1.3048379406975,1.42370773332093,-2.95915446112603,-3.64983094613147,2.06491086437611,-2.36562168645719,1.45593709161496,-5.12876224953718,3.26259638993906,"validation"
