"","Estimate","Std.Error","Lower.CI","Upper.CI","Method","term","beta_true","bias","covered","param"
"1",0.060631652032758,0.0111301492437051,0.0388169603725404,0.0824463436929756,"true","(Intercept)",0,0.060631652032758,FALSE,0.1
"2",-0.973032984683482,0.011059844326442,-0.994709881237928,-0.951356088129036,"true","x1",-0.98982143877494,0.0167884540914571,TRUE,0.1
"3",0.147433891143572,0.0102788147491536,0.127287784431472,0.167579997855672,"true","x2",0.142314859875941,0.00511903126763136,TRUE,0.1
"4",0.0376452452637387,0.00338259148269918,0.0310154877832364,0.0442750027442411,"naive","(Intercept)",0,0.0376452452637387,FALSE,0.1
"5",-0.984260663722847,0.00586265345571958,-0.995751253349897,-0.972770074095798,"naive","x1",-0.98982143877494,0.00556077505209196,TRUE,0.1
"6",0.14207535861562,0.00451959364992774,0.133217117837006,0.150933599394234,"naive","x2",0.142314859875941,-0.00023950126032099,TRUE,0.1
"7",0.0553769177390368,0.0344676793413853,-0.0121784924007536,0.122932327878827,"classical","(Intercept)",0,0.0553769177390368,TRUE,0.1
"8",-0.964016581897137,0.03125702381787,-1.02527922284407,-0.902753940950202,"classical","x1",-0.98982143877494,0.025804856877802,TRUE,0.1
"9",0.157130927345433,0.0311812562927964,0.0960167880188389,0.218245066672027,"classical","x2",0.142314859875941,0.0148160674694918,TRUE,0.1
"10",0.0498826008663424,0.0331016026237241,-0.0149953481067134,0.114760549839398,"ppi","(Intercept)",0,0.0498826008663424,TRUE,0.1
"11",-0.97865709166606,0.0276735758484439,-1.03289630365245,-0.924417879679672,"ppi","x1",-0.98982143877494,0.0111643471088795,TRUE,0.1
"12",0.145689946347618,0.0275828674341185,0.0916285195864031,0.199751373108833,"ppi","x2",0.142314859875941,0.00337508647167714,TRUE,0.1
"13",0.048554855097047,0.0331205806762159,-0.0163602901753895,0.113470000369483,"chen-chen","(Intercept)",0,0.048554855097047,TRUE,0.1
"14",-0.98287767039478,0.0278325138945992,-1.03742839522741,-0.928326945562155,"chen-chen","x1",-0.98982143877494,0.0069437683801592,TRUE,0.1
"15",0.139131518675166,0.0271925249595311,0.0858351491057788,0.192427888244554,"chen-chen","x2",0.142314859875941,-0.00318334120077465,TRUE,0.1
"16",0.0484782085393864,0.0330768730277519,-0.0163512713162116,0.113307688394984,"pdc","(Intercept)",0,0.0484782085393864,TRUE,0.1
"17",-0.981624854064684,0.0275710602911244,-1.03566313925087,-0.927586568878498,"pdc","x1",-0.98982143877494,0.00819658471025553,TRUE,0.1
"18",0.141151429322775,0.0273798029843545,0.0874880015696375,0.194814857075912,"pdc","x2",0.142314859875941,-0.00116343055316639,TRUE,0.1
"19",0.0383797894588871,0.0113033997246318,0.0162255330957488,0.0605340458220254,"true","(Intercept)",0,0.0383797894588871,FALSE,0.1
"20",0.799509515470165,0.0115664665337357,0.776839657635655,0.822179373304675,"true","x1",0.794855670285863,0.00465384518430234,TRUE,0.1
"21",0.602634802800874,0.0109657772292822,0.581142274368992,0.624127331232757,"true","x2",0.606798536101079,-0.00416373330020436,TRUE,0.1
"22",0.0311688777183189,0.00349210712606345,0.0243244735210788,0.0380132819155589,"naive","(Intercept)",0,0.0311688777183189,FALSE,0.1
"23",0.800675502931726,0.00591605934406294,0.789080239686961,0.812270766176491,"naive","x1",0.794855670285863,0.00581983264586294,TRUE,0.1
"24",0.610898696522086,0.00553133807262663,0.600057473113423,0.62173991993075,"naive","x2",0.606798536101079,0.00410016042100758,TRUE,0.1
"25",0.0148956846959501,0.0363391262349795,-0.0563276939542643,0.0861190633461644,"classical","(Intercept)",0,0.0148956846959501,TRUE,0.1
"26",0.831267725185814,0.0321704747774011,0.768214753256554,0.894320697115075,"classical","x1",0.794855670285863,0.0364120548999516,TRUE,0.1
"27",0.5943113036469,0.0387595361507479,0.518344008733956,0.670278598559844,"classical","x2",0.606798536101079,-0.0124872324541789,TRUE,0.1
"28",0.00534243206487308,0.0345509798226264,-0.0623762440180447,0.0730611081477909,"ppi","(Intercept)",0,0.00534243206487308,TRUE,0.1
"29",0.828732956776627,0.0276033576520687,0.774631369926194,0.88283454362706,"ppi","x1",0.794855670285863,0.033877286490764,TRUE,0.1
"30",0.611892914953379,0.0294927565885582,0.554088174234999,0.66969765567176,"ppi","x2",0.606798536101079,0.00509437885230068,TRUE,0.1
"31",0.00492876609331955,0.0345832547615441,-0.0628531677074801,0.0727106998941192,"chen-chen","(Intercept)",0,0.00492876609331955,TRUE,0.1
"32",0.824429965929483,0.0278689426439206,0.769807842060186,0.87905208979878,"chen-chen","x1",0.794855670285863,0.02957429564362,TRUE,0.1
"33",0.615211946706987,0.0290752498709786,0.558225504118366,0.672198389295607,"chen-chen","x2",0.606798536101079,0.00841341060590794,TRUE,0.1
"34",0.00460744527036381,0.0345313730203407,-0.0630728021862221,0.0722876927269497,"pdc","(Intercept)",0,0.00460744527036381,TRUE,0.1
"35",0.827424843495292,0.0275610194597076,0.773406237977057,0.881443449013526,"pdc","x1",0.794855670285863,0.0325691732094291,TRUE,0.1
"36",0.615836977125164,0.0289891205369945,0.559019344929165,0.672654609321164,"pdc","x2",0.606798536101079,0.00903844102408569,TRUE,0.1
