"","Estimate","Std.Error","Lower.CI","Upper.CI","Method","term","beta_true","bias","covered","param"
"1",0.1971537804566,0.0120076054335028,0.173619306266367,0.220688254646833,"true","(Intercept)",0,0.1971537804566,FALSE,0
"2",0.127544326357509,0.018062529550683,0.0921424189684799,0.162946233746538,"true","x1",0.164574563425489,-0.0370302370679797,FALSE,0
"3",0.979856628216192,0.0209792054747943,0.93873814106133,1.02097511537105,"true","x2",0.986364645084824,-0.00650801686863178,TRUE,0
"4",0.196126711533138,0.00719922462044006,0.182016490560462,0.210236932505815,"naive","(Intercept)",0,0.196126711533138,FALSE,0
"5",0.136253569868697,0.0128635966488789,0.111041383725244,0.16146575601215,"naive","x1",0.164574563425489,-0.0283209935567915,FALSE,0
"6",0.990071899134584,0.0156430012015458,0.959412180169438,1.02073161809973,"naive","x2",0.986364645084824,0.0037072540497608,TRUE,0
"7",0.132599086284425,0.0383076979395098,0.0575173779923471,0.207680794576504,"classical","(Intercept)",0,0.132599086284425,FALSE,0
"8",0.0451113027050469,0.0502711181853799,-0.0534182784008543,0.143640883810948,"classical","x1",0.164574563425489,-0.119463260720442,FALSE,0
"9",0.98385464974638,0.0650701969129817,0.856319407330006,1.11138989216275,"classical","x2",0.986364645084824,-0.00250999533844387,TRUE,0
"10",0.144314858496565,0.0307888322617985,0.0839698561373947,0.204659860855735,"ppi","(Intercept)",0,0.144314858496565,FALSE,0
"11",0.105364675024686,0.0389182683663943,0.029086270685889,0.181643079363484,"ppi","x1",0.164574563425489,-0.0592098884008024,TRUE,0
"12",1.0416532902426,0.0450144661713002,0.953426557763552,1.12988002272164,"ppi","x2",0.986364645084824,0.0552886451577737,TRUE,0
"13",0.149916759309308,0.0308020668830897,0.0895458175690586,0.210287701049558,"chen-chen","(Intercept)",0,0.149916759309308,FALSE,0
"14",0.0991944277899257,0.0384685401629699,0.0237974745326721,0.174591381047179,"chen-chen","x1",0.164574563425489,-0.065380135635563,TRUE,0
"15",1.04535460880091,0.0458786892398618,0.955434030232878,1.13527518736895,"chen-chen","x2",0.986364645084824,0.0589899637160889,TRUE,0
"16",0.145290149882931,0.0307829864867559,0.0849566050323062,0.205623694733556,"pdc","(Intercept)",0,0.145290149882931,FALSE,0
"17",0.0955983448753731,0.0385691621468094,0.0200041761537412,0.171192513597005,"pdc","x1",0.164574563425489,-0.0689762185501156,TRUE,0
"18",1.05753798583139,0.0441143533735349,0.97107544201799,1.14400052964479,"pdc","x2",0.986364645084824,0.0711733407465678,TRUE,0
"19",0.20009654957798,0.0123210290059835,0.175947776473779,0.224245322682181,"true","(Intercept)",0,0.20009654957798,FALSE,0
"20",0.920771027352189,0.0208978763171685,0.879811942417166,0.961730112287212,"true","x1",0.927757607075243,-0.00698657972305394,TRUE,0
"21",0.378339251502294,0.0195194342781094,0.340081863318603,0.416596639685985,"true","x2",0.373183363125983,0.00515588837631009,TRUE,0
"22",0.198570321143063,0.0075360728222615,0.183799889826559,0.213340752459567,"naive","(Intercept)",0,0.198570321143063,FALSE,0
"23",0.919934625605339,0.0168650451210201,0.886879744570497,0.952989506640181,"naive","x1",0.927757607075243,-0.00782298146990379,TRUE,0
"24",0.374464646989213,0.0142768393876436,0.346482555976369,0.402446738002058,"naive","x2",0.373183363125983,0.00128128386322995,TRUE,0
"25",0.254204312759396,0.0375095621290763,0.180686921910539,0.327721703608253,"classical","(Intercept)",0,0.254204312759396,FALSE,0
"26",0.844823537939977,0.0488768691894639,0.749026634651553,0.940620441228402,"classical","x1",0.927757607075243,-0.0829340691352656,TRUE,0
"27",0.409005341308366,0.0581705939903633,0.294993072127952,0.52301761048878,"classical","x2",0.373183363125983,0.0358219781823829,TRUE,0
"28",0.273095481039489,0.029257316186268,0.215752195030103,0.330438767048875,"ppi","(Intercept)",0,0.273095481039489,FALSE,0
"29",0.861344462881123,0.0380119081957188,0.786842491833872,0.935846433928375,"ppi","x1",0.927757607075243,-0.0664131441941195,TRUE,0
"30",0.375523164466933,0.0425977449696513,0.292033118503795,0.459013210430072,"ppi","x2",0.373183363125983,0.00233980134094985,TRUE,0
"31",0.271309050163993,0.0289775418281109,0.214514111820393,0.328103988507593,"chen-chen","(Intercept)",0,0.271309050163993,FALSE,0
"32",0.860016452035038,0.0375241768870009,0.786470416787006,0.93356248728307,"chen-chen","x1",0.927757607075243,-0.0677411550402052,TRUE,0
"33",0.372459996185319,0.0421761905259351,0.289796181749386,0.455123810621251,"chen-chen","x2",0.373183363125983,-0.000723366940664716,TRUE,0
"34",0.273628315508787,0.0290692710051452,0.216653591281868,0.330603039735706,"pdc","(Intercept)",0,0.273628315508787,FALSE,0
"35",0.857723556957124,0.0376866587260894,0.783859063156337,0.931588050757912,"pdc","x1",0.927757607075243,-0.0700340501181185,TRUE,0
"36",0.370612700610152,0.0420658784465803,0.288165093876815,0.45306030734349,"pdc","x2",0.373183363125983,-0.00257066251583105,TRUE,0
"37",0.20018324027042,0.0121669193972519,0.176336516449004,0.224029964091836,"true","(Intercept)",0,0.20018324027042,FALSE,0.2
"38",0.37896280621395,0.0189800501501469,0.341762591494898,0.416163020933002,"true","x1",0.389296487004504,-0.010333680790554,TRUE,0.2
"39",0.90694665041222,0.0196436272501926,0.868445848476113,0.945447452348327,"true","x2",0.921112504098143,-0.0141658536859229,TRUE,0.2
"40",0.264572456061846,0.00903283269400077,0.246868429303229,0.282276482820463,"naive","(Intercept)",0,0.264572456061846,FALSE,0.2
"41",0.38015210053585,0.0174976762882657,0.345857285197708,0.414446915873991,"naive","x1",0.389296487004504,-0.00914438646865434,TRUE,0.2
"42",0.919003716240854,0.018931738583128,0.881898190453196,0.956109242028512,"naive","x2",0.921112504098143,-0.0021087878572893,TRUE,0.2
"43",0.133585135222058,0.0375441819401609,0.0599998907903231,0.207170379653792,"classical","(Intercept)",0,0.133585135222058,FALSE,0.2
"44",0.41764713563916,0.0557067942053728,0.308463825302445,0.526830445975875,"classical","x1",0.389296487004504,0.0283506486346559,TRUE,0.2
"45",0.880005605649444,0.0560303570066615,0.770188123875466,0.989823087423422,"classical","x2",0.921112504098143,-0.0411068984486993,TRUE,0.2
"46",0.140642756607073,0.031220279913868,0.079452132388632,0.201833380825513,"ppi","(Intercept)",0,0.140642756607073,FALSE,0.2
"47",0.396046819257629,0.0445306886793386,0.30876827323936,0.483325365275898,"ppi","x1",0.389296487004504,0.0067503322531251,TRUE,0.2
"48",0.984890941788423,0.0416766055204338,0.90320629597049,1.06657558760636,"ppi","x2",0.921112504098143,0.0637784376902798,TRUE,0.2
"49",0.142407317772483,0.0304401642197859,0.0827456922182178,0.202068943326748,"chen-chen","(Intercept)",0,0.142407317772483,FALSE,0.2
