"","Estimate","Std.Error","Lower.CI","Upper.CI","Method","term","beta_true","bias","covered","param"
"1",0.198608564470443,0.0121718650441918,0.174752147359145,0.222464981581741,"true","(Intercept)",0,0.198608564470443,FALSE,0
"2",0.0924135009680375,0.0193373142377045,0.0545130615044031,0.130313940431672,"true","x1",0.084275778465166,0.00813772250287155,TRUE,0
"3",-0.98973679604988,0.020634876995321,-1.03018041178612,-0.949293180313636,"true","x2",-0.996442468567097,0.00670567251721754,TRUE,0
"4",0.212290678290336,0.00747513919501085,0.197639674688691,0.226941681891981,"naive","(Intercept)",0,0.212290678290336,FALSE,0
"5",0.0820253136967824,0.01389294989881,0.0547956322560954,0.109254995137469,"naive","x1",0.084275778465166,-0.00225046476838359,TRUE,0
"6",-0.994847582694018,0.0150350012763332,-1.02431564370315,-0.965379521684892,"naive","x2",-0.996442468567097,0.00159488587307866,TRUE,0
"7",0.202494092172112,0.0374919216546975,0.129011276017708,0.275976908326517,"classical","(Intercept)",0,0.202494092172112,FALSE,0
"8",0.0366807492634209,0.0648317425977571,-0.0903871312831543,0.163748629809996,"classical","x1",0.084275778465166,-0.0475950292017451,TRUE,0
"9",-0.97670986864237,0.0589777163630102,-1.09230406860429,-0.861115668680452,"classical","x2",-0.996442468567097,0.0197325999247269,TRUE,0
"10",0.200991182571293,0.0308800817708961,0.140467334460685,0.261515030681902,"ppi","(Intercept)",0,0.200991182571293,FALSE,0
"11",0.0736527266787969,0.0398241171602239,-0.00440110867134559,0.151706562028939,"ppi","x1",0.084275778465166,-0.0106230517863691,TRUE,0
"12",-0.980798032616861,0.0420183549693812,-1.06315249504647,-0.898443570187254,"ppi","x2",-0.996442468567097,0.0156444359502359,TRUE,0
"13",0.201167789009118,0.0308514225454179,0.140700111948271,0.261635466069964,"chen-chen","(Intercept)",0,0.201167789009118,FALSE,0
"14",0.0719957001843087,0.0400189071326052,-0.0064399164962505,0.150431316864868,"chen-chen","x1",0.084275778465166,-0.0122800782808572,TRUE,0
"15",-0.974828342678239,0.041960201186699,-1.05706882578822,-0.892587859568254,"chen-chen","x2",-0.996442468567097,0.0216141258888585,TRUE,0
"16",0.201126422984003,0.0308648461864427,0.140632436070207,0.261620409897799,"pdc","(Intercept)",0,0.201126422984003,FALSE,0
"17",0.074066629918892,0.0398058962995514,-0.00395149320056495,0.152084753038349,"pdc","x1",0.084275778465166,-0.010209148546274,TRUE,0
"18",-0.980229064717145,0.0419681937688072,-1.06248521300021,-0.897972916434084,"pdc","x2",-0.996442468567097,0.0162134038499524,TRUE,0
"19",0.195390460718664,0.0120861716137729,0.171701999644699,0.21907892179263,"true","(Intercept)",0,0.195390460718664,FALSE,0
"20",-0.940927104044955,0.0207843572983682,-0.981663695791569,-0.900190512298341,"true","x1",-0.915987409822358,-0.0249396942225968,TRUE,0
"21",0.391608012387045,0.0187810087187407,0.354797911704981,0.42841811306911,"true","x2",0.40120701021658,-0.0095989978295351,TRUE,0
"22",0.196725152774033,0.00753009404495019,0.181966439645731,0.211483865902335,"naive","(Intercept)",0,0.196725152774033,FALSE,0
"23",-0.950894977597317,0.0172922998832229,-0.9847872625783,-0.917002692616334,"naive","x1",-0.915987409822358,-0.0349075677749592,FALSE,0
"24",0.409315721350235,0.0138319068624045,0.38220568206241,0.436425760638061,"naive","x2",0.40120701021658,0.00810871113365497,TRUE,0
"25",0.14987540093577,0.0374471629995992,0.0764803101333546,0.223270491738185,"classical","(Intercept)",0,0.14987540093577,FALSE,0
"26",-0.921183051920911,0.0566897046641953,-1.03229283135695,-0.810073272484876,"classical","x1",-0.915987409822358,-0.00519564209855283,TRUE,0
"27",0.340112805679155,0.0551206560146408,0.232078305086238,0.448147306272072,"classical","x2",0.40120701021658,-0.0610942045374252,TRUE,0
"28",0.15757565179362,0.0308814808104971,0.097049061615781,0.218102241971459,"ppi","(Intercept)",0,0.15757565179362,FALSE,0
"29",-0.944308315609765,0.0432098536136117,-1.02899807246969,-0.859618558749838,"ppi","x1",-0.915987409822358,-0.0283209057874069,TRUE,0
"30",0.418113052934394,0.0415067205068162,0.336761375624665,0.499464730244124,"ppi","x2",0.40120701021658,0.016906042717814,TRUE,0
"31",0.159561523368355,0.0308591357975938,0.0990787286110401,0.220044318125669,"chen-chen","(Intercept)",0,0.159561523368355,FALSE,0
"32",-0.941670472293242,0.042879588721939,-1.02571292186013,-0.857628022726351,"chen-chen","x1",-0.915987409822358,-0.0256830624708836,TRUE,0
"33",0.403860896374372,0.0429502802814344,0.31967989389686,0.488041898851884,"chen-chen","x2",0.40120701021658,0.00265388615779166,TRUE,0
"34",0.155287623820231,0.0308397347074349,0.0948428545008883,0.215732393139573,"pdc","(Intercept)",0,0.155287623820231,FALSE,0
"35",-0.94450132498888,0.0428564215616805,-1.02849836775604,-0.86050428222172,"pdc","x1",-0.915987409822358,-0.0285139151665217,TRUE,0
"36",0.41357718775548,0.0413891809661312,0.332455883712252,0.494698491798708,"pdc","x2",0.40120701021658,0.0123701775388992,TRUE,0
"37",0.211184252025809,0.0126132091480708,0.186462816366119,0.235905687685499,"true","(Intercept)",0,0.211184252025809,FALSE,0.15
"38",-0.802024549844785,0.0193960609060942,-0.840040130662675,-0.764008969026895,"true","x1",-0.826417014028526,0.0243924641837416,TRUE,0.15
